Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,23.78
1,read,4k,1,8,82.9
2,read,4k,8,1,51.29
3,read,4k,8,8,172.57
4,read,4k,32,1,52.19
5,read,4k,32,8,226.38
6,read,64k,1,1,231.1
7,read,64k,1,8,510.82
8,read,64k,8,1,486.39
9,read,64k,8,8,611.38
10,read,64k,32,1,580.07
11,read,64k,32,8,604.91
12,read,1m,1,1,542.79
13,read,1m,1,8,620.72
14,read,1m,8,1,606.67
15,read,1m,8,8,613.79
16,read,1m,32,1,611.43
17,read,1m,32,8,620.33
18,write,4k,1,1,15.46
19,write,4k,1,8,62.93
20,write,4k,8,1,42.14
21,write,4k,8,8,118.67
22,write,4k,32,1,55.17
23,write,4k,32,8,169.79
24,write,64k,1,1,86.86
25,write,64k,1,8,345.41
26,write,64k,8,1,83.47
27,write,64k,8,8,192.1
28,write,64k,32,1,34.11
29,write,64k,32,8,25.05
30,write,1m,1,1,10.78
31,write,1m,1,8,30.98
32,write,1m,8,1,10.61
33,write,1m,8,8,33.02
34,write,1m,32,1,11.06
35,write,1m,32,8,20.48
