Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.77
1,read,4k,1,8,135.2
2,read,4k,8,1,98.24
3,read,4k,8,8,332.81
4,read,4k,32,1,85.52
5,read,4k,32,8,332.77
6,read,64k,1,1,364.08
7,read,64k,1,8,1708.43
8,read,64k,8,1,1466.81
9,read,64k,8,8,3704.7
10,read,64k,32,1,2197.92
11,read,64k,32,8,3440.62
12,read,1m,1,1,2048.6
13,read,1m,1,8,4880.39
14,read,1m,8,1,4870.35
15,read,1m,8,8,3763.83
16,read,1m,32,1,3727.02
17,read,1m,32,8,3840.87
18,write,4k,1,1,12.93
19,write,4k,1,8,59.17
20,write,4k,8,1,15.56
21,write,4k,8,8,70.98
22,write,4k,32,1,15.04
23,write,4k,32,8,61.92
24,write,64k,1,1,15.33
25,write,64k,1,8,86.39
26,write,64k,8,1,11.85
27,write,64k,8,8,102.64
28,write,64k,32,1,11.92
29,write,64k,32,8,82.03
30,write,1m,1,1,12.76
31,write,1m,1,8,95.12
32,write,1m,8,1,11.06
33,write,1m,8,8,98.54
34,write,1m,32,1,11.55
35,write,1m,32,8,94.61
