Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,23.91
1,read,4k,1,8,83.73
2,read,4k,8,1,50.84
3,read,4k,8,8,173.67
4,read,4k,32,1,52.24
5,read,4k,32,8,230.38
6,read,64k,1,1,242.49
7,read,64k,1,8,528.82
8,read,64k,8,1,480.45
9,read,64k,8,8,627.54
10,read,64k,32,1,594.35
11,read,64k,32,8,618.91
12,read,1m,1,1,553.79
13,read,1m,1,8,631.95
14,read,1m,8,1,633.68
15,read,1m,8,8,625.69
16,read,1m,32,1,622.22
17,read,1m,32,8,629.52
18,write,4k,1,1,15.89
19,write,4k,1,8,62.66
20,write,4k,8,1,49.74
21,write,4k,8,8,123.83
22,write,4k,32,1,56.03
23,write,4k,32,8,182.23
24,write,64k,1,1,84.14
25,write,64k,1,8,328.1
26,write,64k,8,1,88.5
27,write,64k,8,8,137.91
28,write,64k,32,1,51.51
29,write,64k,32,8,23.27
30,write,1m,1,1,10.81
31,write,1m,1,8,36.44
32,write,1m,8,1,10.51
33,write,1m,8,8,33.45
34,write,1m,32,1,10.84
35,write,1m,32,8,19.73
