Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,25.13
1,read,4k,1,8,82.62
2,read,4k,8,1,49.69
3,read,4k,8,8,168.78
4,read,4k,32,1,50.96
5,read,4k,32,8,231.17
6,read,64k,1,1,216.02
7,read,64k,1,8,518.76
8,read,64k,8,1,475.02
9,read,64k,8,8,631.33
10,read,64k,32,1,587.09
11,read,64k,32,8,612.74
12,read,1m,1,1,551.54
13,read,1m,1,8,620.43
14,read,1m,8,1,613.01
15,read,1m,8,8,618.63
16,read,1m,32,1,614.24
17,read,1m,32,8,622.7
18,write,4k,1,1,15.37
19,write,4k,1,8,62.31
20,write,4k,8,1,41.67
21,write,4k,8,8,131.2
22,write,4k,32,1,55.66
23,write,4k,32,8,176.2
24,write,64k,1,1,90.78
25,write,64k,1,8,282.39
26,write,64k,8,1,86.49
27,write,64k,8,8,190.05
28,write,64k,32,1,30.67
29,write,64k,32,8,31.23
30,write,1m,1,1,10.75
31,write,1m,1,8,41.02
32,write,1m,8,1,10.78
33,write,1m,8,8,24.92
34,write,1m,32,1,10.88
35,write,1m,32,8,26.29
