Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.58
1,read,4k,1,8,129.45
2,read,4k,8,1,84.33
3,read,4k,8,8,338.54
4,read,4k,16,1,81.55
5,read,4k,16,8,328.92
6,read,64k,1,1,353.76
7,read,64k,1,8,1640.02
8,read,64k,8,1,1438.35
9,read,64k,8,8,3865.82
10,read,64k,16,1,2061.46
11,read,64k,16,8,3778.17
12,read,1m,1,1,2111.5
13,read,1m,1,8,5086.3
14,read,1m,8,1,5124.29
15,read,1m,8,8,3900.05
16,read,1m,16,1,4172.26
17,read,1m,16,8,3878.45
18,write,4k,1,1,11.57
19,write,4k,1,8,56.71
20,write,4k,8,1,12.46
21,write,4k,8,8,59.74
22,write,4k,16,1,12.63
23,write,4k,16,8,66.85
24,write,64k,1,1,14.67
25,write,64k,1,8,94.31
26,write,64k,8,1,10.87
27,write,64k,8,8,102.59
28,write,64k,16,1,11.85
29,write,64k,16,8,87.69
30,write,1m,1,1,11
31,write,1m,1,8,102.02
32,write,1m,8,1,11.57
33,write,1m,8,8,89.06
34,write,1m,16,1,12.7
35,write,1m,16,8,94.21
