Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,19.79
1,read,4k,1,8,81.46
2,read,4k,8,1,49.7
3,read,4k,8,8,167.72
4,read,4k,32,1,51.72
5,read,4k,32,8,229.95
6,read,64k,1,1,218.75
7,read,64k,1,8,522.72
8,read,64k,8,1,480.58
9,read,64k,8,8,622.73
10,read,64k,32,1,590.8
11,read,64k,32,8,615.13
12,read,1m,1,1,553.47
13,read,1m,1,8,626.4
14,read,1m,8,1,617.37
15,read,1m,8,8,621.51
16,read,1m,32,1,618.57
17,read,1m,32,8,618.55
18,write,4k,1,1,15.56
19,write,4k,1,8,64.24
20,write,4k,8,1,41.83
21,write,4k,8,8,133.08
22,write,4k,32,1,57.04
23,write,4k,32,8,174.27
24,write,64k,1,1,91.6
25,write,64k,1,8,310.92
26,write,64k,8,1,90.57
27,write,64k,8,8,168.38
28,write,64k,32,1,14.89
29,write,64k,32,8,29.41
30,write,1m,1,1,10.81
31,write,1m,1,8,38.62
32,write,1m,8,1,10.56
33,write,1m,8,8,24.71
34,write,1m,32,1,11.01
35,write,1m,32,8,24.5
