Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.03
1,read,4k,1,8,128.48
2,read,4k,8,1,88.88
3,read,4k,8,8,309.84
4,read,4k,32,1,71.61
5,read,4k,32,8,370.06
6,read,64k,1,1,347.87
7,read,64k,1,8,1604.79
8,read,64k,8,1,1497.34
9,read,64k,8,8,2661.91
10,read,64k,32,1,2747.07
11,read,64k,32,8,2261.42
12,read,1m,1,1,1818.4
13,read,1m,1,8,2658.69
14,read,1m,8,1,2656.84
15,read,1m,8,8,3066.29
16,read,1m,32,1,3155.38
17,read,1m,32,8,2658.22
18,write,4k,1,1,11.33
19,write,4k,1,8,51.92
20,write,4k,8,1,14.21
21,write,4k,8,8,66
22,write,4k,32,1,13.37
23,write,4k,32,8,57.35
24,write,64k,1,1,13.68
25,write,64k,1,8,86.25
26,write,64k,8,1,12.01
27,write,64k,8,8,101.41
28,write,64k,32,1,11.94
29,write,64k,32,8,89.23
30,write,1m,1,1,11.94
31,write,1m,1,8,88.16
32,write,1m,8,1,11.79
33,write,1m,8,8,98.65
34,write,1m,32,1,12.09
35,write,1m,32,8,91.32
