Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,18.57
1,read,4k,1,8,83.98
2,read,4k,8,1,50.32
3,read,4k,8,8,165.36
4,read,4k,32,1,50.94
5,read,4k,32,8,223.06
6,read,64k,1,1,220.44
7,read,64k,1,8,546.97
8,read,64k,8,1,500.14
9,read,64k,8,8,631.97
10,read,64k,32,1,593.93
11,read,64k,32,8,618.94
12,read,1m,1,1,550.44
13,read,1m,1,8,640.07
14,read,1m,8,1,627.91
15,read,1m,8,8,623.13
16,read,1m,32,1,625.46
17,read,1m,32,8,634.37
18,write,4k,1,1,15.62
19,write,4k,1,8,62.13
20,write,4k,8,1,44.26
21,write,4k,8,8,126.35
22,write,4k,32,1,56.32
23,write,4k,32,8,167.3
24,write,64k,1,1,87.34
25,write,64k,1,8,354.56
26,write,64k,8,1,94.86
27,write,64k,8,8,220.19
28,write,64k,32,1,23.03
29,write,64k,32,8,22.71
30,write,1m,1,1,10.59
31,write,1m,1,8,35.57
32,write,1m,8,1,10.72
33,write,1m,8,8,28.46
34,write,1m,32,1,10.73
35,write,1m,32,8,25.26
