Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.83
1,read,4k,1,8,79.32
2,read,4k,8,1,49.16
3,read,4k,8,8,170.09
4,read,4k,32,1,50.98
5,read,4k,32,8,224.55
6,read,64k,1,1,224.04
7,read,64k,1,8,496.4
8,read,64k,8,1,468.16
9,read,64k,8,8,598.01
10,read,64k,32,1,567.71
11,read,64k,32,8,595.04
12,read,1m,1,1,529.8
13,read,1m,1,8,619.27
14,read,1m,8,1,592.41
15,read,1m,8,8,609.71
16,read,1m,32,1,599.34
17,read,1m,32,8,604.1
18,write,4k,1,1,14.91
19,write,4k,1,8,62.61
20,write,4k,8,1,48.98
21,write,4k,8,8,107.71
22,write,4k,32,1,54.92
23,write,4k,32,8,166.64
24,write,64k,1,1,92.86
25,write,64k,1,8,323.89
26,write,64k,8,1,90.85
27,write,64k,8,8,136.49
28,write,64k,32,1,53.95
29,write,64k,32,8,26.31
30,write,1m,1,1,10.83
31,write,1m,1,8,47.43
32,write,1m,8,1,10.42
33,write,1m,8,8,44.93
34,write,1m,32,1,10.44
35,write,1m,32,8,27.38
