Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,25.52
1,read,4k,1,8,136.04
2,read,4k,8,1,102.58
3,read,4k,8,8,313.8
4,read,4k,32,1,69.57
5,read,4k,32,8,366.97
6,read,64k,1,1,356.75
7,read,64k,1,8,1734.38
8,read,64k,8,1,1493.16
9,read,64k,8,8,3464.39
10,read,64k,32,1,2662.8
11,read,64k,32,8,2995.36
12,read,1m,1,1,1934.65
13,read,1m,1,8,4786.02
14,read,1m,8,1,4137.3
15,read,1m,8,8,2690.81
16,read,1m,32,1,2738.23
17,read,1m,32,8,2531.22
18,write,4k,1,1,11.68
19,write,4k,1,8,59.03
20,write,4k,8,1,13.53
21,write,4k,8,8,64.8
22,write,4k,32,1,12.92
23,write,4k,32,8,71.99
24,write,64k,1,1,15.4
25,write,64k,1,8,94.58
26,write,64k,8,1,11.85
27,write,64k,8,8,87.14
28,write,64k,32,1,12.85
29,write,64k,32,8,81.64
30,write,1m,1,1,12.8
31,write,1m,1,8,94.95
32,write,1m,8,1,11.88
33,write,1m,8,8,94.33
34,write,1m,32,1,11.4
35,write,1m,32,8,93.6
