Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,17.97
1,read,4k,1,8,82.18
2,read,4k,8,1,49.86
3,read,4k,8,8,171.66
4,read,4k,32,1,50.72
5,read,4k,32,8,215.74
6,read,64k,1,1,208.63
7,read,64k,1,8,522.31
8,read,64k,8,1,479.55
9,read,64k,8,8,613.21
10,read,64k,32,1,577.97
11,read,64k,32,8,608.76
12,read,1m,1,1,542.77
13,read,1m,1,8,619.95
14,read,1m,8,1,613.97
15,read,1m,8,8,614.93
16,read,1m,32,1,606.52
17,read,1m,32,8,619.29
18,write,4k,1,1,15.42
19,write,4k,1,8,62.31
20,write,4k,8,1,47.93
21,write,4k,8,8,116.21
22,write,4k,32,1,54.94
23,write,4k,32,8,180.22
24,write,64k,1,1,91.74
25,write,64k,1,8,301.67
26,write,64k,8,1,86.46
27,write,64k,8,8,157.01
28,write,64k,32,1,47.49
29,write,64k,32,8,28.1
30,write,1m,1,1,10.45
31,write,1m,1,8,40.42
32,write,1m,8,1,11.06
33,write,1m,8,8,25.86
34,write,1m,32,1,11.02
35,write,1m,32,8,20.03
