Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,23.28
1,read,4k,1,8,82.6
2,read,4k,8,1,49.89
3,read,4k,8,8,162.1
4,read,4k,32,1,51.88
5,read,4k,32,8,227.26
6,read,64k,1,1,239.22
7,read,64k,1,8,526.51
8,read,64k,8,1,483.54
9,read,64k,8,8,603.45
10,read,64k,32,1,581.09
11,read,64k,32,8,602.54
12,read,1m,1,1,544.26
13,read,1m,1,8,617.59
14,read,1m,8,1,614.85
15,read,1m,8,8,611.48
16,read,1m,32,1,609.72
17,read,1m,32,8,617.44
18,write,4k,1,1,15.78
19,write,4k,1,8,61.39
20,write,4k,8,1,49.67
21,write,4k,8,8,108.69
22,write,4k,32,1,55.83
23,write,4k,32,8,173.8
24,write,64k,1,1,92.06
25,write,64k,1,8,345.8
26,write,64k,8,1,91.35
27,write,64k,8,8,176.39
28,write,64k,32,1,47.26
29,write,64k,32,8,25.96
30,write,1m,1,1,10.68
31,write,1m,1,8,35.88
32,write,1m,8,1,10.99
33,write,1m,8,8,24.08
34,write,1m,32,1,10.71
35,write,1m,32,8,20.94
