Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.22
1,read,4k,1,8,81.51
2,read,4k,8,1,50.4
3,read,4k,8,8,169.55
4,read,4k,32,1,52.29
5,read,4k,32,8,227.76
6,read,64k,1,1,211.11
7,read,64k,1,8,532.57
8,read,64k,8,1,467.64
9,read,64k,8,8,611.84
10,read,64k,32,1,577.86
11,read,64k,32,8,600.04
12,read,1m,1,1,539.87
13,read,1m,1,8,613.93
14,read,1m,8,1,609.54
15,read,1m,8,8,606.26
16,read,1m,32,1,606.44
17,read,1m,32,8,616.72
18,write,4k,1,1,15.33
19,write,4k,1,8,61.63
20,write,4k,8,1,49.79
21,write,4k,8,8,115.55
22,write,4k,32,1,55.9
23,write,4k,32,8,179.46
24,write,64k,1,1,86.27
25,write,64k,1,8,322.12
26,write,64k,8,1,79
27,write,64k,8,8,159.76
28,write,64k,32,1,56.78
29,write,64k,32,8,27.3
30,write,1m,1,1,10.35
31,write,1m,1,8,44.09
32,write,1m,8,1,10.77
33,write,1m,8,8,36.9
34,write,1m,32,1,10.95
35,write,1m,32,8,27.76
