Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,19.36
1,read,4k,1,8,81.59
2,read,4k,8,1,49.91
3,read,4k,8,8,165.32
4,read,4k,32,1,50.95
5,read,4k,32,8,227.69
6,read,64k,1,1,216.39
7,read,64k,1,8,519.4
8,read,64k,8,1,471.93
9,read,64k,8,8,616.66
10,read,64k,32,1,571.72
11,read,64k,32,8,596.1
12,read,1m,1,1,546.1
13,read,1m,1,8,613.31
14,read,1m,8,1,613.39
15,read,1m,8,8,620.07
16,read,1m,32,1,618.09
17,read,1m,32,8,618.8
18,write,4k,1,1,15.99
19,write,4k,1,8,60.97
20,write,4k,8,1,49.06
21,write,4k,8,8,118.18
22,write,4k,32,1,53.73
23,write,4k,32,8,175.39
24,write,64k,1,1,85.76
25,write,64k,1,8,353.56
26,write,64k,8,1,83.29
27,write,64k,8,8,196.3
28,write,64k,32,1,66.69
29,write,64k,32,8,27.63
30,write,1m,1,1,10.74
31,write,1m,1,8,46.66
32,write,1m,8,1,10.27
33,write,1m,8,8,23.34
34,write,1m,32,1,10.83
35,write,1m,32,8,30.76
