Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,20.57
1,read,4k,1,8,67.62
2,read,4k,8,1,50.97
3,read,4k,8,8,157.69
4,read,4k,32,1,58.5
5,read,4k,32,8,213.44
6,read,64k,1,1,156.38
7,read,64k,1,8,395.12
8,read,64k,8,1,347.99
9,read,64k,8,8,428.94
10,read,64k,32,1,398.72
11,read,64k,32,8,402.45
12,read,1m,1,1,376.17
13,read,1m,1,8,418.56
14,read,1m,8,1,409.83
15,read,1m,8,8,414.45
16,read,1m,32,1,404.5
17,read,1m,32,8,414.26
18,write,4k,1,1,11.29
19,write,4k,1,8,53.84
20,write,4k,8,1,40.8
21,write,4k,8,8,98.2
22,write,4k,32,1,52.67
23,write,4k,32,8,157.25
24,write,64k,1,1,80.99
25,write,64k,1,8,211.18
26,write,64k,8,1,82.71
27,write,64k,8,8,157.6
28,write,64k,32,1,78.96
29,write,64k,32,8,39.27
30,write,1m,1,1,10.06
31,write,1m,1,8,33.06
32,write,1m,8,1,10.51
33,write,1m,8,8,25.61
34,write,1m,32,1,10.39
35,write,1m,32,8,30.14
