Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,25.44
1,read,4k,1,8,134.91
2,read,4k,8,1,89.43
3,read,4k,8,8,314.32
4,read,4k,32,1,91.8
5,read,4k,32,8,321.95
6,read,64k,1,1,362.65
7,read,64k,1,8,1724.42
8,read,64k,8,1,1485.32
9,read,64k,8,8,3654.31
10,read,64k,32,1,1898.77
11,read,64k,32,8,3518.82
12,read,1m,1,1,2084.43
13,read,1m,1,8,4983.1
14,read,1m,8,1,4801.27
15,read,1m,8,8,3832.45
16,read,1m,32,1,3726.06
17,read,1m,32,8,3829.81
18,write,4k,1,1,11.71
19,write,4k,1,8,55.09
20,write,4k,8,1,14.87
21,write,4k,8,8,62.31
22,write,4k,32,1,12.56
23,write,4k,32,8,60.9
24,write,64k,1,1,13.44
25,write,64k,1,8,101.64
26,write,64k,8,1,11.94
27,write,64k,8,8,94.2
28,write,64k,32,1,10.99
29,write,64k,32,8,95.88
30,write,1m,1,1,11.92
31,write,1m,1,8,87.5
32,write,1m,8,1,11.86
33,write,1m,8,8,98.36
34,write,1m,32,1,12.17
35,write,1m,32,8,90.87
