Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.85
1,read,4k,1,8,76.32
2,read,4k,8,1,50.3
3,read,4k,8,8,160.66
4,read,4k,32,1,53.43
5,read,4k,32,8,224.29
6,read,64k,1,1,191.51
7,read,64k,1,8,481.28
8,read,64k,8,1,421.84
9,read,64k,8,8,519.09
10,read,64k,32,1,471.41
11,read,64k,32,8,524.67
12,read,1m,1,1,474.06
13,read,1m,1,8,535.75
14,read,1m,8,1,519.65
15,read,1m,8,8,524.18
16,read,1m,32,1,517.24
17,read,1m,32,8,531
18,write,4k,1,1,14.46
19,write,4k,1,8,59.45
20,write,4k,8,1,46.62
21,write,4k,8,8,102.95
22,write,4k,32,1,55.12
23,write,4k,32,8,170.81
24,write,64k,1,1,85.28
25,write,64k,1,8,316.37
26,write,64k,8,1,83.78
27,write,64k,8,8,158.68
28,write,64k,32,1,70.48
29,write,64k,32,8,18.84
30,write,1m,1,1,10.66
31,write,1m,1,8,29.57
32,write,1m,8,1,10.84
33,write,1m,8,8,20.47
34,write,1m,32,1,10.92
35,write,1m,32,8,22.72
