Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.27
1,read,4k,1,8,130.06
2,read,4k,8,1,84.6
3,read,4k,8,8,327.13
4,read,4k,32,1,93.82
5,read,4k,32,8,311.38
6,read,64k,1,1,340.88
7,read,64k,1,8,1669.82
8,read,64k,8,1,1567.21
9,read,64k,8,8,3519.56
10,read,64k,32,1,2150.09
11,read,64k,32,8,3229.26
12,read,1m,1,1,2018.67
13,read,1m,1,8,4336.62
14,read,1m,8,1,4298.56
15,read,1m,8,8,3769.89
16,read,1m,32,1,3689.46
17,read,1m,32,8,3845.3
18,write,4k,1,1,12.09
19,write,4k,1,8,61.53
20,write,4k,8,1,13.77
21,write,4k,8,8,69.52
22,write,4k,32,1,12.93
23,write,4k,32,8,67.4
24,write,64k,1,1,14.44
25,write,64k,1,8,94.53
26,write,64k,8,1,10.95
27,write,64k,8,8,102.81
28,write,64k,32,1,11.98
29,write,64k,32,8,94.99
30,write,1m,1,1,11.95
31,write,1m,1,8,87.83
32,write,1m,8,1,12.8
33,write,1m,8,8,95.08
34,write,1m,32,1,11.47
35,write,1m,32,8,97.44
