Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,23.15
1,read,4k,1,8,132.3
2,read,4k,8,1,65.85
3,read,4k,8,8,304.75
4,read,4k,32,1,87.27
5,read,4k,32,8,300.86
6,read,64k,1,1,334.53
7,read,64k,1,8,1677.69
8,read,64k,8,1,1339.22
9,read,64k,8,8,3557.3
10,read,64k,32,1,1968.48
11,read,64k,32,8,3326.3
12,read,1m,1,1,1862.77
13,read,1m,1,8,4524.75
14,read,1m,8,1,4483.67
15,read,1m,8,8,3753.32
16,read,1m,32,1,3667.37
17,read,1m,32,8,3783.97
18,write,4k,1,1,12.23
19,write,4k,1,8,54.24
20,write,4k,8,1,13.42
21,write,4k,8,8,64.31
22,write,4k,32,1,14.28
23,write,4k,32,8,63.33
24,write,64k,1,1,14.23
25,write,64k,1,8,88.05
26,write,64k,8,1,12.8
27,write,64k,8,8,95.3
28,write,64k,32,1,10.98
29,write,64k,32,8,86.41
30,write,1m,1,1,12.92
31,write,1m,1,8,90.58
32,write,1m,8,1,11.58
33,write,1m,8,8,100.06
34,write,1m,32,1,11.52
35,write,1m,32,8,98.46
