Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.88
1,read,4k,1,8,131.55
2,read,4k,8,1,92.63
3,read,4k,8,8,300.22
4,read,4k,32,1,90.81
5,read,4k,32,8,342.35
6,read,64k,1,1,352.93
7,read,64k,1,8,1681.58
8,read,64k,8,1,1405.65
9,read,64k,8,8,3622.28
10,read,64k,32,1,1634.37
11,read,64k,32,8,3405.53
12,read,1m,1,1,2014
13,read,1m,1,8,4701.48
14,read,1m,8,1,5001.13
15,read,1m,8,8,3927.56
16,read,1m,32,1,3725.31
17,read,1m,32,8,3853.53
18,write,4k,1,1,11.25
19,write,4k,1,8,51.85
20,write,4k,8,1,13.62
21,write,4k,8,8,69.58
22,write,4k,32,1,13.05
23,write,4k,32,8,63.46
24,write,64k,1,1,14.53
25,write,64k,1,8,94.45
26,write,64k,8,1,10.91
27,write,64k,8,8,102.54
28,write,64k,32,1,11.92
29,write,64k,32,8,86.55
30,write,1m,1,1,10.95
31,write,1m,1,8,100.74
32,write,1m,8,1,12.05
33,write,1m,8,8,88.14
34,write,1m,32,1,12.07
35,write,1m,32,8,99.14
