Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,18.59
1,read,4k,1,8,84.02
2,read,4k,8,1,51.21
3,read,4k,8,8,165.61
4,read,4k,32,1,51.72
5,read,4k,32,8,228.24
6,read,64k,1,1,216.33
7,read,64k,1,8,534.19
8,read,64k,8,1,480.26
9,read,64k,8,8,615.95
10,read,64k,32,1,579.49
11,read,64k,32,8,604.76
12,read,1m,1,1,545.24
13,read,1m,1,8,627.77
14,read,1m,8,1,608.69
15,read,1m,8,8,616.48
16,read,1m,32,1,610.37
17,read,1m,32,8,619.93
18,write,4k,1,1,15.49
19,write,4k,1,8,61.51
20,write,4k,8,1,46.31
21,write,4k,8,8,110.96
22,write,4k,32,1,55.75
23,write,4k,32,8,170.65
24,write,64k,1,1,82.26
25,write,64k,1,8,351.74
26,write,64k,8,1,82.25
27,write,64k,8,8,136.49
28,write,64k,32,1,54.74
29,write,64k,32,8,18.15
30,write,1m,1,1,10.7
31,write,1m,1,8,34.45
32,write,1m,8,1,10.58
33,write,1m,8,8,33.09
34,write,1m,32,1,10.33
35,write,1m,32,8,25.29
