Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,21.03
1,read,4k,1,8,79.02
2,read,4k,8,1,51.27
3,read,4k,8,8,164.81
4,read,4k,32,1,53.24
5,read,4k,32,8,222.59
6,read,64k,1,1,219.36
7,read,64k,1,8,509.98
8,read,64k,8,1,472.87
9,read,64k,8,8,586.22
10,read,64k,32,1,550.85
11,read,64k,32,8,584.82
12,read,1m,1,1,521.9
13,read,1m,1,8,594.99
14,read,1m,8,1,580.63
15,read,1m,8,8,590.48
16,read,1m,32,1,583.73
17,read,1m,32,8,599.13
18,write,4k,1,1,15.02
19,write,4k,1,8,60.21
20,write,4k,8,1,48.24
21,write,4k,8,8,107
22,write,4k,32,1,55.65
23,write,4k,32,8,168.46
24,write,64k,1,1,84.26
25,write,64k,1,8,291.89
26,write,64k,8,1,81.54
27,write,64k,8,8,173.76
28,write,64k,32,1,68.78
29,write,64k,32,8,21.17
30,write,1m,1,1,10.16
31,write,1m,1,8,32.68
32,write,1m,8,1,10.57
33,write,1m,8,8,27
34,write,1m,32,1,10.36
35,write,1m,32,8,25.61
