Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,20.1
1,read,4k,1,8,82.48
2,read,4k,8,1,50.29
3,read,4k,8,8,164.88
4,read,4k,32,1,51.26
5,read,4k,32,8,224.96
6,read,64k,1,1,219.37
7,read,64k,1,8,506.58
8,read,64k,8,1,478.43
9,read,64k,8,8,621.04
10,read,64k,32,1,580.14
11,read,64k,32,8,605.14
12,read,1m,1,1,532.6
13,read,1m,1,8,621.03
14,read,1m,8,1,608.97
15,read,1m,8,8,610.3
16,read,1m,32,1,604.87
17,read,1m,32,8,619.75
18,write,4k,1,1,15.52
19,write,4k,1,8,61.77
20,write,4k,8,1,47.39
21,write,4k,8,8,126.04
22,write,4k,32,1,55.11
23,write,4k,32,8,177.67
24,write,64k,1,1,89.32
25,write,64k,1,8,253.53
26,write,64k,8,1,87.77
27,write,64k,8,8,190.43
28,write,64k,32,1,50.79
29,write,64k,32,8,29.77
30,write,1m,1,1,10.43
31,write,1m,1,8,45.01
32,write,1m,8,1,10.11
33,write,1m,8,8,25.95
34,write,1m,32,1,10.81
35,write,1m,32,8,26.02
