Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,21.99
1,read,4k,1,8,77.8
2,read,4k,8,1,48.29
3,read,4k,8,8,159.47
4,read,4k,32,1,50.33
5,read,4k,32,8,223.79
6,read,64k,1,1,213.8
7,read,64k,1,8,474.97
8,read,64k,8,1,442.74
9,read,64k,8,8,561.95
10,read,64k,32,1,534.19
11,read,64k,32,8,559.06
12,read,1m,1,1,508.11
13,read,1m,1,8,573.99
14,read,1m,8,1,566.05
15,read,1m,8,8,580.5
16,read,1m,32,1,572.01
17,read,1m,32,8,567.71
18,write,4k,1,1,14.64
19,write,4k,1,8,59.3
20,write,4k,8,1,48.16
21,write,4k,8,8,104.42
22,write,4k,32,1,53.54
23,write,4k,32,8,161.56
24,write,64k,1,1,91.69
25,write,64k,1,8,310.12
26,write,64k,8,1,85.54
27,write,64k,8,8,169.12
28,write,64k,32,1,68.42
29,write,64k,32,8,21.42
30,write,1m,1,1,10.72
31,write,1m,1,8,29.84
32,write,1m,8,1,10.31
33,write,1m,8,8,31.31
34,write,1m,32,1,10.84
35,write,1m,32,8,32.41
