Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,23.47
1,read,4k,1,8,79.76
2,read,4k,8,1,50.64
3,read,4k,8,8,161.42
4,read,4k,32,1,53.03
5,read,4k,32,8,225.19
6,read,64k,1,1,203.3
7,read,64k,1,8,505.04
8,read,64k,8,1,461.53
9,read,64k,8,8,600.64
10,read,64k,32,1,560.41
11,read,64k,32,8,588.28
12,read,1m,1,1,520.81
13,read,1m,1,8,600.01
14,read,1m,8,1,592.3
15,read,1m,8,8,605.95
16,read,1m,32,1,597.57
17,read,1m,32,8,600.61
18,write,4k,1,1,14.7
19,write,4k,1,8,59.54
20,write,4k,8,1,48.83
21,write,4k,8,8,124.6
22,write,4k,32,1,56.34
23,write,4k,32,8,153.15
24,write,64k,1,1,79.38
25,write,64k,1,8,328.6
26,write,64k,8,1,78.98
27,write,64k,8,8,168.75
28,write,64k,32,1,79.35
29,write,64k,32,8,27.6
30,write,1m,1,1,10.22
31,write,1m,1,8,41.72
32,write,1m,8,1,10.78
33,write,1m,8,8,27.02
34,write,1m,32,1,10.5
35,write,1m,32,8,23.73
