Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.53
1,read,4k,1,8,133.87
2,read,4k,8,1,90.41
3,read,4k,8,8,345.05
4,read,4k,32,1,82.31
5,read,4k,32,8,353.25
6,read,64k,1,1,361.59
7,read,64k,1,8,1715.45
8,read,64k,8,1,1356.91
9,read,64k,8,8,3739.42
10,read,64k,32,1,1757.81
11,read,64k,32,8,3320.2
12,read,1m,1,1,1996.68
13,read,1m,1,8,4557.45
14,read,1m,8,1,4722.34
15,read,1m,8,8,3893.49
16,read,1m,32,1,3688.35
17,read,1m,32,8,3835.6
18,write,4k,1,1,12.24
19,write,4k,1,8,55.62
20,write,4k,8,1,15.79
21,write,4k,8,8,64.93
22,write,4k,32,1,12.55
23,write,4k,32,8,62.97
24,write,64k,1,1,15.76
25,write,64k,1,8,95.04
26,write,64k,8,1,10.99
27,write,64k,8,8,101.65
28,write,64k,32,1,11.98
29,write,64k,32,8,89.44
30,write,1m,1,1,10.96
31,write,1m,1,8,101.08
32,write,1m,8,1,12.03
33,write,1m,8,8,94.27
34,write,1m,32,1,11.38
35,write,1m,32,8,96.32
