Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.58
1,read,4k,1,8,121.85
2,read,4k,8,1,75.29
3,read,4k,8,8,307.9
4,read,4k,32,1,89.98
5,read,4k,32,8,279.08
6,read,64k,1,1,332.11
7,read,64k,1,8,1638.35
8,read,64k,8,1,1493.13
9,read,64k,8,8,3543.1
10,read,64k,32,1,2379.99
11,read,64k,32,8,3062.03
12,read,1m,1,1,1790.37
13,read,1m,1,8,3905.77
14,read,1m,8,1,3775.04
15,read,1m,8,8,3718.08
16,read,1m,32,1,3604.43
17,read,1m,32,8,3839.08
18,write,4k,1,1,10.03
19,write,4k,1,8,56.68
20,write,4k,8,1,13.72
21,write,4k,8,8,60.88
22,write,4k,32,1,14.59
23,write,4k,32,8,61.48
24,write,64k,1,1,12.38
25,write,64k,1,8,101.44
26,write,64k,8,1,11.92
27,write,64k,8,8,87.25
28,write,64k,32,1,12.93
29,write,64k,32,8,89.02
30,write,1m,1,1,11.92
31,write,1m,1,8,87.71
32,write,1m,8,1,11.92
33,write,1m,8,8,93.14
34,write,1m,32,1,12.66
35,write,1m,32,8,86.1
