Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.61
1,read,4k,1,8,83.26
2,read,4k,8,1,50.74
3,read,4k,8,8,162.53
4,read,4k,32,1,52.16
5,read,4k,32,8,218.48
6,read,64k,1,1,218.16
7,read,64k,1,8,522.82
8,read,64k,8,1,480
9,read,64k,8,8,610.1
10,read,64k,32,1,576.28
11,read,64k,32,8,602.24
12,read,1m,1,1,537.44
13,read,1m,1,8,616.41
14,read,1m,8,1,608.57
15,read,1m,8,8,609.64
16,read,1m,32,1,603.93
17,read,1m,32,8,617.02
18,write,4k,1,1,15.85
19,write,4k,1,8,62.13
20,write,4k,8,1,49.4
21,write,4k,8,8,130.93
22,write,4k,32,1,56.17
23,write,4k,32,8,178.83
24,write,64k,1,1,86.69
25,write,64k,1,8,345.97
26,write,64k,8,1,86.21
27,write,64k,8,8,167.93
28,write,64k,32,1,55.51
29,write,64k,32,8,28.17
30,write,1m,1,1,10.23
31,write,1m,1,8,36.94
32,write,1m,8,1,10.53
33,write,1m,8,8,26.23
34,write,1m,32,1,10.93
35,write,1m,32,8,32.78
