Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,23.31
1,read,4k,1,8,80.37
2,read,4k,8,1,51.82
3,read,4k,8,8,172.4
4,read,4k,32,1,55.92
5,read,4k,32,8,237.44
6,read,64k,1,1,198.83
7,read,64k,1,8,491.3
8,read,64k,8,1,456.9
9,read,64k,8,8,579.39
10,read,64k,32,1,540.68
11,read,64k,32,8,563.26
12,read,1m,1,1,510.8
13,read,1m,1,8,584.92
14,read,1m,8,1,566.02
15,read,1m,8,8,574.76
16,read,1m,32,1,562.69
17,read,1m,32,8,575.84
18,write,4k,1,1,13.94
19,write,4k,1,8,58.13
20,write,4k,8,1,39.09
21,write,4k,8,8,109.95
22,write,4k,32,1,57.26
23,write,4k,32,8,179.64
24,write,64k,1,1,82.87
25,write,64k,1,8,323.64
26,write,64k,8,1,77.07
27,write,64k,8,8,155.76
28,write,64k,32,1,55.61
29,write,64k,32,8,23.55
30,write,1m,1,1,10
31,write,1m,1,8,31.75
32,write,1m,8,1,10.35
33,write,1m,8,8,23.91
34,write,1m,32,1,10.49
35,write,1m,32,8,37.56
