Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,17.94
1,read,4k,1,8,83.21
2,read,4k,8,1,49.41
3,read,4k,8,8,163.39
4,read,4k,32,1,50.15
5,read,4k,32,8,223.05
6,read,64k,1,1,207.11
7,read,64k,1,8,506.34
8,read,64k,8,1,491.35
9,read,64k,8,8,625.51
10,read,64k,32,1,590.73
11,read,64k,32,8,614.32
12,read,1m,1,1,554.63
13,read,1m,1,8,637.33
14,read,1m,8,1,627.23
15,read,1m,8,8,614.71
16,read,1m,32,1,624.61
17,read,1m,32,8,621.33
18,write,4k,1,1,15.62
19,write,4k,1,8,62.46
20,write,4k,8,1,49.58
21,write,4k,8,8,127.8
22,write,4k,32,1,56.25
23,write,4k,32,8,181.49
24,write,64k,1,1,82.1
25,write,64k,1,8,292.88
26,write,64k,8,1,81.42
27,write,64k,8,8,185.34
28,write,64k,32,1,64.61
29,write,64k,32,8,24.01
30,write,1m,1,1,10.25
31,write,1m,1,8,36.38
32,write,1m,8,1,10.81
33,write,1m,8,8,36.65
34,write,1m,32,1,10.61
35,write,1m,32,8,28.86
