Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.25
1,read,4k,1,8,76.34
2,read,4k,8,1,53.13
3,read,4k,8,8,174.41
4,read,4k,32,1,58.28
5,read,4k,32,8,236
6,read,64k,1,1,181.55
7,read,64k,1,8,492.94
8,read,64k,8,1,452.32
9,read,64k,8,8,565.43
10,read,64k,32,1,537.4
11,read,64k,32,8,561.2
12,read,1m,1,1,511.8
13,read,1m,1,8,571.95
14,read,1m,8,1,567.66
15,read,1m,8,8,572.55
16,read,1m,32,1,572.29
17,read,1m,32,8,581.96
18,write,4k,1,1,13.35
19,write,4k,1,8,59.17
20,write,4k,8,1,42.81
21,write,4k,8,8,128.95
22,write,4k,32,1,55.75
23,write,4k,32,8,171.48
24,write,64k,1,1,83.78
25,write,64k,1,8,186.16
26,write,64k,8,1,78.58
27,write,64k,8,8,144.16
28,write,64k,32,1,56.99
29,write,64k,32,8,23.23
30,write,1m,1,1,10.56
31,write,1m,1,8,33.81
32,write,1m,8,1,10.71
33,write,1m,8,8,22.4
34,write,1m,32,1,10.9
35,write,1m,32,8,28.17
