Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,23.36
1,read,4k,1,8,128.66
2,read,4k,8,1,88.32
3,read,4k,8,8,286.4
4,read,4k,32,1,93.37
5,read,4k,32,8,311.94
6,read,64k,1,1,324.11
7,read,64k,1,8,1623.63
8,read,64k,8,1,1567.99
9,read,64k,8,8,3454.64
10,read,64k,32,1,2117.04
11,read,64k,32,8,3059.66
12,read,1m,1,1,1780.67
13,read,1m,1,8,3838.09
14,read,1m,8,1,3798.87
15,read,1m,8,8,3754.32
16,read,1m,32,1,3603.16
17,read,1m,32,8,3769.01
18,write,4k,1,1,10.99
19,write,4k,1,8,53.69
20,write,4k,8,1,14.86
21,write,4k,8,8,57.53
22,write,4k,32,1,14.46
23,write,4k,32,8,69.77
24,write,64k,1,1,15.61
25,write,64k,1,8,87.4
26,write,64k,8,1,12.85
27,write,64k,8,8,87.09
28,write,64k,32,1,12.86
29,write,64k,32,8,81.95
30,write,1m,1,1,12.78
31,write,1m,1,8,95.25
32,write,1m,8,1,11.78
33,write,1m,8,8,94.16
34,write,1m,32,1,11.29
35,write,1m,32,8,95.44
