Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.18
1,read,4k,1,8,125.16
2,read,4k,8,1,84.94
3,read,4k,8,8,267.85
4,read,4k,32,1,76.81
5,read,4k,32,8,307.7
6,read,64k,1,1,323.98
7,read,64k,1,8,1657.96
8,read,64k,8,1,1318.28
9,read,64k,8,8,3214.99
10,read,64k,32,1,1815.19
11,read,64k,32,8,3060.66
12,read,1m,1,1,1752.97
13,read,1m,1,8,3563.87
14,read,1m,8,1,3461.28
15,read,1m,8,8,3646.78
16,read,1m,32,1,3581.82
17,read,1m,32,8,3778.23
18,write,4k,1,1,10.87
19,write,4k,1,8,49.84
20,write,4k,8,1,14.34
21,write,4k,8,8,59.58
22,write,4k,32,1,14.77
23,write,4k,32,8,68.28
24,write,64k,1,1,13.13
25,write,64k,1,8,99.44
26,write,64k,8,1,11.87
27,write,64k,8,8,87.42
28,write,64k,32,1,12.56
29,write,64k,32,8,92.7
30,write,1m,1,1,10.93
31,write,1m,1,8,100.25
32,write,1m,8,1,12.12
33,write,1m,8,8,94.12
34,write,1m,32,1,11.29
35,write,1m,32,8,97
