Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,20.27
1,read,4k,1,8,80.37
2,read,4k,8,1,49.04
3,read,4k,8,8,173.54
4,read,4k,32,1,50.79
5,read,4k,32,8,225.33
6,read,64k,1,1,207.86
7,read,64k,1,8,518.66
8,read,64k,8,1,480
9,read,64k,8,8,607.6
10,read,64k,32,1,574.07
11,read,64k,32,8,591.8
12,read,1m,1,1,539.29
13,read,1m,1,8,604.37
14,read,1m,8,1,605.12
15,read,1m,8,8,609.48
16,read,1m,32,1,602.94
17,read,1m,32,8,606.55
18,write,4k,1,1,15.18
19,write,4k,1,8,61
20,write,4k,8,1,48.09
21,write,4k,8,8,118.63
22,write,4k,32,1,55.32
23,write,4k,32,8,173.86
24,write,64k,1,1,85.15
25,write,64k,1,8,338.81
26,write,64k,8,1,80.37
27,write,64k,8,8,188.09
28,write,64k,32,1,59.11
29,write,64k,32,8,27.43
30,write,1m,1,1,10.71
31,write,1m,1,8,38.97
32,write,1m,8,1,9.99
33,write,1m,8,8,24.9
34,write,1m,32,1,10.55
35,write,1m,32,8,22.5
