Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,19.03
1,read,4k,1,8,78.06
2,read,4k,8,1,49.29
3,read,4k,8,8,165.85
4,read,4k,32,1,51.59
5,read,4k,32,8,220.7
6,read,64k,1,1,216.92
7,read,64k,1,8,508.1
8,read,64k,8,1,455.14
9,read,64k,8,8,590.13
10,read,64k,32,1,546.46
11,read,64k,32,8,574.69
12,read,1m,1,1,515.77
13,read,1m,1,8,596.13
14,read,1m,8,1,583.33
15,read,1m,8,8,592.35
16,read,1m,32,1,589.12
17,read,1m,32,8,599.95
18,write,4k,1,1,14.53
19,write,4k,1,8,59.76
20,write,4k,8,1,47.92
21,write,4k,8,8,113.7
22,write,4k,32,1,55.05
23,write,4k,32,8,170.02
24,write,64k,1,1,84.09
25,write,64k,1,8,266.04
26,write,64k,8,1,81.33
27,write,64k,8,8,182.93
28,write,64k,32,1,75.34
29,write,64k,32,8,21.29
30,write,1m,1,1,10.56
31,write,1m,1,8,41.97
32,write,1m,8,1,10.82
33,write,1m,8,8,31.38
34,write,1m,32,1,10.41
35,write,1m,32,8,27.33
