Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,21.05
1,read,4k,1,8,82.17
2,read,4k,8,1,50.19
3,read,4k,8,8,169.06
4,read,4k,32,1,51.46
5,read,4k,32,8,228.53
6,read,64k,1,1,204.63
7,read,64k,1,8,485.71
8,read,64k,8,1,461.12
9,read,64k,8,8,564.58
10,read,64k,32,1,542.23
11,read,64k,32,8,549.97
12,read,1m,1,1,511.79
13,read,1m,1,8,575.97
14,read,1m,8,1,564.29
15,read,1m,8,8,566.38
16,read,1m,32,1,562.6
17,read,1m,32,8,555.72
18,write,4k,1,1,15.31
19,write,4k,1,8,62.29
20,write,4k,8,1,46.79
21,write,4k,8,8,126.82
22,write,4k,32,1,54.29
23,write,4k,32,8,172.43
24,write,64k,1,1,83.7
25,write,64k,1,8,281.09
26,write,64k,8,1,80.11
27,write,64k,8,8,152.49
28,write,64k,32,1,73.83
29,write,64k,32,8,25.02
30,write,1m,1,1,11.08
31,write,1m,1,8,31.93
32,write,1m,8,1,10.56
33,write,1m,8,8,21.47
34,write,1m,32,1,10.18
35,write,1m,32,8,25.03
