Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,25.16
1,read,4k,1,8,133.66
2,read,4k,8,1,85.27
3,read,4k,8,8,306.82
4,read,4k,32,1,94.47
5,read,4k,32,8,365.05
6,read,64k,1,1,357.77
7,read,64k,1,8,1709.15
8,read,64k,8,1,1589.91
9,read,64k,8,8,3629.41
10,read,64k,32,1,2205
11,read,64k,32,8,3764.64
12,read,1m,1,1,2174.66
13,read,1m,1,8,5241.97
14,read,1m,8,1,5209.43
15,read,1m,8,8,3951.43
16,read,1m,32,1,3929.86
17,read,1m,32,8,3925.45
18,write,4k,1,1,12.65
19,write,4k,1,8,57.57
20,write,4k,8,1,12.45
21,write,4k,8,8,62.04
22,write,4k,32,1,14.71
23,write,4k,32,8,64.62
24,write,64k,1,1,14.04
25,write,64k,1,8,91.39
26,write,64k,8,1,12.17
27,write,64k,8,8,91.65
28,write,64k,32,1,11.29
29,write,64k,32,8,98.79
30,write,1m,1,1,11.88
31,write,1m,1,8,95.03
32,write,1m,8,1,11.88
33,write,1m,8,8,94.19
34,write,1m,32,1,11.35
35,write,1m,32,8,99.27
