Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.48
1,read,4k,1,8,79.73
2,read,4k,8,1,51.19
3,read,4k,8,8,166.6
4,read,4k,32,1,54.25
5,read,4k,32,8,223.96
6,read,64k,1,1,183.65
7,read,64k,1,8,485.98
8,read,64k,8,1,443.74
9,read,64k,8,8,572.27
10,read,64k,32,1,538.15
11,read,64k,32,8,558.83
12,read,1m,1,1,508.19
13,read,1m,1,8,576.11
14,read,1m,8,1,573.86
15,read,1m,8,8,574.61
16,read,1m,32,1,574.83
17,read,1m,32,8,582.21
18,write,4k,1,1,15.11
19,write,4k,1,8,61.26
20,write,4k,8,1,47.19
21,write,4k,8,8,112.49
22,write,4k,32,1,56
23,write,4k,32,8,178.95
24,write,64k,1,1,84.95
25,write,64k,1,8,336.51
26,write,64k,8,1,82.74
27,write,64k,8,8,201.49
28,write,64k,32,1,65.25
29,write,64k,32,8,18.99
30,write,1m,1,1,10.57
31,write,1m,1,8,39.82
32,write,1m,8,1,10.61
33,write,1m,8,8,29.94
34,write,1m,32,1,10.19
35,write,1m,32,8,34.92
