Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,20.35
1,read,4k,1,8,83.74
2,read,4k,8,1,50.68
3,read,4k,8,8,163.12
4,read,4k,32,1,51.84
5,read,4k,32,8,219.93
6,read,64k,1,1,234.07
7,read,64k,1,8,527.04
8,read,64k,8,1,484.87
9,read,64k,8,8,634.57
10,read,64k,32,1,590.36
11,read,64k,32,8,609.47
12,read,1m,1,1,546.63
13,read,1m,1,8,628.22
14,read,1m,8,1,625.74
15,read,1m,8,8,620.72
16,read,1m,32,1,624.79
17,read,1m,32,8,626.74
18,write,4k,1,1,15.59
19,write,4k,1,8,64.56
20,write,4k,8,1,44.27
21,write,4k,8,8,119.07
22,write,4k,32,1,56.23
23,write,4k,32,8,172.52
24,write,64k,1,1,83.83
25,write,64k,1,8,303.42
26,write,64k,8,1,77.79
27,write,64k,8,8,145.87
28,write,64k,32,1,45.06
29,write,64k,32,8,29.65
30,write,1m,1,1,10.39
31,write,1m,1,8,25.56
32,write,1m,8,1,10.75
33,write,1m,8,8,24.82
34,write,1m,32,1,10.47
35,write,1m,32,8,24.37
