Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.87
1,read,4k,1,8,129.68
2,read,4k,8,1,83.83
3,read,4k,8,8,330.52
4,read,4k,32,1,75.02
5,read,4k,32,8,365.61
6,read,64k,1,1,357.52
7,read,64k,1,8,1713.89
8,read,64k,8,1,1582.53
9,read,64k,8,8,3619.82
10,read,64k,32,1,1834.93
11,read,64k,32,8,3381.46
12,read,1m,1,1,2030.23
13,read,1m,1,8,4843.17
14,read,1m,8,1,4748.65
15,read,1m,8,8,3793.81
16,read,1m,32,1,3714.76
17,read,1m,32,8,3819.99
18,write,4k,1,1,11.89
19,write,4k,1,8,57.84
20,write,4k,8,1,13.55
21,write,4k,8,8,59.59
22,write,4k,32,1,13.35
23,write,4k,32,8,65.9
24,write,64k,1,1,14.32
25,write,64k,1,8,94.5
26,write,64k,8,1,11.92
27,write,64k,8,8,87
28,write,64k,32,1,12.84
29,write,64k,32,8,88.82
30,write,1m,1,1,10.94
31,write,1m,1,8,100.47
32,write,1m,8,1,11.4
33,write,1m,8,8,99.81
34,write,1m,32,1,11.97
35,write,1m,32,8,89.69
