Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.11
1,read,4k,1,8,79.82
2,read,4k,8,1,49.9
3,read,4k,8,8,173.22
4,read,4k,32,1,51.67
5,read,4k,32,8,238.73
6,read,64k,1,1,227.98
7,read,64k,1,8,500.98
8,read,64k,8,1,463.38
9,read,64k,8,8,599.61
10,read,64k,32,1,563.78
11,read,64k,32,8,592.53
12,read,1m,1,1,524.81
13,read,1m,1,8,598.57
14,read,1m,8,1,596.34
15,read,1m,8,8,594.79
16,read,1m,32,1,593.21
17,read,1m,32,8,600.83
18,write,4k,1,1,14.19
19,write,4k,1,8,60.17
20,write,4k,8,1,48.01
21,write,4k,8,8,113.44
22,write,4k,32,1,56.63
23,write,4k,32,8,172.01
24,write,64k,1,1,85.44
25,write,64k,1,8,261.29
26,write,64k,8,1,82.63
27,write,64k,8,8,189.8
28,write,64k,32,1,42.48
29,write,64k,32,8,27.25
30,write,1m,1,1,10.4
31,write,1m,1,8,43.86
32,write,1m,8,1,10.69
33,write,1m,8,8,30.63
34,write,1m,32,1,10.74
35,write,1m,32,8,18.75
