Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.57
1,read,4k,1,8,130.21
2,read,4k,8,1,90.01
3,read,4k,8,8,305.35
4,read,4k,32,1,81.71
5,read,4k,32,8,366.08
6,read,64k,1,1,334.43
7,read,64k,1,8,1660.1
8,read,64k,8,1,1636.72
9,read,64k,8,8,3082.16
10,read,64k,32,1,2790.63
11,read,64k,32,8,2097.37
12,read,1m,1,1,1712.8
13,read,1m,1,8,2928.95
14,read,1m,8,1,3015.88
15,read,1m,8,8,2486.29
16,read,1m,32,1,2325.24
17,read,1m,32,8,2441.71
18,write,4k,1,1,12.19
19,write,4k,1,8,54.18
20,write,4k,8,1,15.8
21,write,4k,8,8,65.08
22,write,4k,32,1,14.25
23,write,4k,32,8,72.72
24,write,64k,1,1,14.15
25,write,64k,1,8,96.78
26,write,64k,8,1,11.94
27,write,64k,8,8,95.24
28,write,64k,32,1,11.99
29,write,64k,32,8,86.36
30,write,1m,1,1,12.93
31,write,1m,1,8,95.51
32,write,1m,8,1,11.13
33,write,1m,8,8,99
34,write,1m,32,1,12.02
35,write,1m,32,8,91.99
