Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.77
1,read,4k,1,8,80.64
2,read,4k,8,1,51.07
3,read,4k,8,8,167.19
4,read,4k,32,1,53.23
5,read,4k,32,8,227.22
6,read,64k,1,1,225.25
7,read,64k,1,8,504.47
8,read,64k,8,1,471.78
9,read,64k,8,8,595.4
10,read,64k,32,1,554.49
11,read,64k,32,8,586.02
12,read,1m,1,1,530.93
13,read,1m,1,8,603.88
14,read,1m,8,1,583.55
15,read,1m,8,8,592.84
16,read,1m,32,1,598.15
17,read,1m,32,8,594.01
18,write,4k,1,1,14.71
19,write,4k,1,8,61.43
20,write,4k,8,1,42.59
21,write,4k,8,8,123.74
22,write,4k,32,1,55.67
23,write,4k,32,8,171.65
24,write,64k,1,1,79.51
25,write,64k,1,8,263.06
26,write,64k,8,1,80.98
27,write,64k,8,8,144.07
28,write,64k,32,1,60.07
29,write,64k,32,8,31.76
30,write,1m,1,1,10.56
31,write,1m,1,8,31.67
32,write,1m,8,1,10.47
33,write,1m,8,8,32.65
34,write,1m,32,1,10.33
35,write,1m,32,8,22.1
