Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,25.31
1,read,4k,1,8,135.12
2,read,4k,8,1,93.62
3,read,4k,8,8,345.49
4,read,4k,32,1,78.57
5,read,4k,32,8,365
6,read,64k,1,1,374.74
7,read,64k,1,8,1755.61
8,read,64k,8,1,1416.29
9,read,64k,8,8,4091.99
10,read,64k,32,1,1598.1
11,read,64k,32,8,4058.85
12,read,1m,1,1,2321.64
13,read,1m,1,8,5109.93
14,read,1m,8,1,5300.98
15,read,1m,8,8,3982.3
16,read,1m,32,1,3910.63
17,read,1m,32,8,3952.2
18,write,4k,1,1,11.32
19,write,4k,1,8,57.47
20,write,4k,8,1,13.64
21,write,4k,8,8,64.22
22,write,4k,32,1,14.5
23,write,4k,32,8,68.31
24,write,64k,1,1,13.48
25,write,64k,1,8,94.04
26,write,64k,8,1,10.95
27,write,64k,8,8,93.28
28,write,64k,32,1,12.81
29,write,64k,32,8,80.58
30,write,1m,1,1,12.86
31,write,1m,1,8,95.88
32,write,1m,8,1,11.03
33,write,1m,8,8,98.88
34,write,1m,32,1,12.08
35,write,1m,32,8,85.6
