Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,25.54
1,read,4k,1,8,138.8
2,read,4k,8,1,85.77
3,read,4k,8,8,318.51
4,read,4k,32,1,97.3
5,read,4k,32,8,325.92
6,read,64k,1,1,374.75
7,read,64k,1,8,1728.7
8,read,64k,8,1,1637.41
9,read,64k,8,8,3289.62
10,read,64k,32,1,2149.27
11,read,64k,32,8,2399.67
12,read,1m,1,1,1503.91
13,read,1m,1,8,4158.03
14,read,1m,8,1,4151.49
15,read,1m,8,8,3398.61
16,read,1m,32,1,3527.46
17,read,1m,32,8,3708.92
18,write,4k,1,1,10.89
19,write,4k,1,8,57.72
20,write,4k,8,1,14.31
21,write,4k,8,8,67.35
22,write,4k,32,1,12.61
23,write,4k,32,8,68.16
24,write,64k,1,1,14.73
25,write,64k,1,8,93.11
26,write,64k,8,1,10.96
27,write,64k,8,8,101.83
28,write,64k,32,1,11.01
29,write,64k,32,8,86.57
30,write,1m,1,1,12.89
31,write,1m,1,8,87.75
32,write,1m,8,1,11.76
33,write,1m,8,8,101.93
34,write,1m,32,1,11.18
35,write,1m,32,8,99.67
