Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,25.01
1,read,4k,1,8,136.14
2,read,4k,8,1,98.88
3,read,4k,8,8,338.95
4,read,4k,32,1,90.29
5,read,4k,32,8,321.98
6,read,64k,1,1,361.83
7,read,64k,1,8,1760.5
8,read,64k,8,1,1292.27
9,read,64k,8,8,3764.13
10,read,64k,32,1,2511.53
11,read,64k,32,8,3493.85
12,read,1m,1,1,1990.25
13,read,1m,1,8,4611.28
14,read,1m,8,1,4703.74
15,read,1m,8,8,3785.11
16,read,1m,32,1,3695.83
17,read,1m,32,8,3818.11
18,write,4k,1,1,12.77
19,write,4k,1,8,53.79
20,write,4k,8,1,15.42
21,write,4k,8,8,61.93
22,write,4k,32,1,14.48
23,write,4k,32,8,59.67
24,write,64k,1,1,13.58
25,write,64k,1,8,94.42
26,write,64k,8,1,11.6
27,write,64k,8,8,95.89
28,write,64k,32,1,11.96
29,write,64k,32,8,88.76
30,write,1m,1,1,11.82
31,write,1m,1,8,95.2
32,write,1m,8,1,11.56
33,write,1m,8,8,87.43
34,write,1m,32,1,11.97
35,write,1m,32,8,98.44
