Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.27
1,read,4k,1,8,132.53
2,read,4k,8,1,83.41
3,read,4k,8,8,317.83
4,read,4k,32,1,99.85
5,read,4k,32,8,340.43
6,read,64k,1,1,363.38
7,read,64k,1,8,1701.55
8,read,64k,8,1,1508.89
9,read,64k,8,8,3568.12
10,read,64k,32,1,2184.21
11,read,64k,32,8,3365.86
12,read,1m,1,1,2057.62
13,read,1m,1,8,4679.98
14,read,1m,8,1,4513.87
15,read,1m,8,8,3689.84
16,read,1m,32,1,3655.82
17,read,1m,32,8,3810.54
18,write,4k,1,1,10.24
19,write,4k,1,8,56.2
20,write,4k,8,1,15.08
21,write,4k,8,8,66.85
22,write,4k,32,1,14.51
23,write,4k,32,8,71.19
24,write,64k,1,1,14.46
25,write,64k,1,8,94.57
26,write,64k,8,1,11.9
27,write,64k,8,8,94.23
28,write,64k,32,1,11.02
29,write,64k,32,8,92.99
30,write,1m,1,1,11.89
31,write,1m,1,8,94.96
32,write,1m,8,1,11.66
33,write,1m,8,8,92.76
34,write,1m,32,1,11.56
35,write,1m,32,8,97.46
