Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,19.35
1,read,4k,1,8,83.21
2,read,4k,8,1,50.26
3,read,4k,8,8,164.25
4,read,4k,32,1,52.12
5,read,4k,32,8,230.78
6,read,64k,1,1,215.06
7,read,64k,1,8,519.14
8,read,64k,8,1,485.14
9,read,64k,8,8,627.75
10,read,64k,32,1,589.03
11,read,64k,32,8,611.76
12,read,1m,1,1,547.2
13,read,1m,1,8,624.91
14,read,1m,8,1,618.92
15,read,1m,8,8,626.66
16,read,1m,32,1,616.8
17,read,1m,32,8,626.84
18,write,4k,1,1,15.64
19,write,4k,1,8,62.33
20,write,4k,8,1,49.51
21,write,4k,8,8,119.65
22,write,4k,32,1,55.91
23,write,4k,32,8,169.71
24,write,64k,1,1,83.62
25,write,64k,1,8,313.9
26,write,64k,8,1,84.85
27,write,64k,8,8,224.85
28,write,64k,32,1,30.69
29,write,64k,32,8,28.43
30,write,1m,1,1,10.7
31,write,1m,1,8,38.68
32,write,1m,8,1,10.66
33,write,1m,8,8,32
34,write,1m,32,1,10.2
35,write,1m,32,8,21.52
