Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,22.72
1,read,4k,1,8,82.78
2,read,4k,8,1,50.62
3,read,4k,8,8,169.17
4,read,4k,32,1,52.57
5,read,4k,32,8,225.08
6,read,64k,1,1,219.32
7,read,64k,1,8,508.46
8,read,64k,8,1,466.86
9,read,64k,8,8,622.71
10,read,64k,32,1,579.88
11,read,64k,32,8,612.65
12,read,1m,1,1,536.57
13,read,1m,1,8,612.97
14,read,1m,8,1,608.98
15,read,1m,8,8,616.75
16,read,1m,32,1,611.28
17,read,1m,32,8,619.64
18,write,4k,1,1,15.55
19,write,4k,1,8,61.42
20,write,4k,8,1,47.96
21,write,4k,8,8,133.44
22,write,4k,32,1,54.89
23,write,4k,32,8,179.42
24,write,64k,1,1,84.55
25,write,64k,1,8,280.05
26,write,64k,8,1,84.54
27,write,64k,8,8,150.14
28,write,64k,32,1,59.29
29,write,64k,32,8,27.12
30,write,1m,1,1,10.45
31,write,1m,1,8,40.77
32,write,1m,8,1,11.25
33,write,1m,8,8,26.08
34,write,1m,32,1,10.91
35,write,1m,32,8,21.23
