Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,24.54
1,read,4k,1,8,132.47
2,read,4k,8,1,82.23
3,read,4k,8,8,315.82
4,read,4k,32,1,95.25
5,read,4k,32,8,365.9
6,read,64k,1,1,343.64
7,read,64k,1,8,1661.83
8,read,64k,8,1,1287.55
9,read,64k,8,8,3478.16
10,read,64k,32,1,2358.57
11,read,64k,32,8,3443.27
12,read,1m,1,1,1904.72
13,read,1m,1,8,4969.27
14,read,1m,8,1,4415.07
15,read,1m,8,8,3141.54
16,read,1m,32,1,3104.44
17,read,1m,32,8,3365.16
18,write,4k,1,1,10.83
19,write,4k,1,8,61.53
20,write,4k,8,1,14.47
21,write,4k,8,8,71.21
22,write,4k,32,1,14.33
23,write,4k,32,8,75.53
24,write,64k,1,1,13.31
25,write,64k,1,8,101.42
26,write,64k,8,1,12.04
27,write,64k,8,8,94.89
28,write,64k,32,1,11.96
29,write,64k,32,8,94.65
30,write,1m,1,1,11
31,write,1m,1,8,100.8
32,write,1m,8,1,12.13
33,write,1m,8,8,94.41
34,write,1m,32,1,11.99
35,write,1m,32,8,95.17
