Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,23.21
1,read,4k,1,8,83.09
2,read,4k,8,1,51.19
3,read,4k,8,8,163.63
4,read,4k,32,1,52.43
5,read,4k,32,8,231.11
6,read,64k,1,1,215.9
7,read,64k,1,8,516.13
8,read,64k,8,1,494.83
9,read,64k,8,8,630.06
10,read,64k,32,1,580.39
11,read,64k,32,8,608.11
12,read,1m,1,1,546.22
13,read,1m,1,8,624.29
14,read,1m,8,1,612.84
15,read,1m,8,8,615.88
16,read,1m,32,1,607.3
17,read,1m,32,8,617.92
18,write,4k,1,1,15.92
19,write,4k,1,8,64.23
20,write,4k,8,1,50.1
21,write,4k,8,8,126.84
22,write,4k,32,1,54.88
23,write,4k,32,8,169.84
24,write,64k,1,1,86.31
25,write,64k,1,8,321.01
26,write,64k,8,1,80.08
27,write,64k,8,8,133.66
28,write,64k,32,1,51.97
29,write,64k,32,8,28.53
30,write,1m,1,1,10.68
31,write,1m,1,8,34.43
32,write,1m,8,1,10.66
33,write,1m,8,8,30.55
34,write,1m,32,1,10.72
35,write,1m,32,8,17.1
