Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,21.33
1,read,4k,1,8,82.93
2,read,4k,8,1,51.1
3,read,4k,8,8,166.4
4,read,4k,32,1,52.47
5,read,4k,32,8,228.36
6,read,64k,1,1,223.31
7,read,64k,1,8,519.91
8,read,64k,8,1,478.25
9,read,64k,8,8,621.62
10,read,64k,32,1,570.9
11,read,64k,32,8,601.05
12,read,1m,1,1,540.24
13,read,1m,1,8,604.84
14,read,1m,8,1,603.24
15,read,1m,8,8,607.92
16,read,1m,32,1,607.58
17,read,1m,32,8,615.65
18,write,4k,1,1,15.57
19,write,4k,1,8,62.42
20,write,4k,8,1,49.12
21,write,4k,8,8,116.47
22,write,4k,32,1,55.39
23,write,4k,32,8,163.58
24,write,64k,1,1,78.76
25,write,64k,1,8,362.49
26,write,64k,8,1,80.98
27,write,64k,8,8,168.9
28,write,64k,32,1,60.12
29,write,64k,32,8,30.56
30,write,1m,1,1,10.47
31,write,1m,1,8,45.48
32,write,1m,8,1,10.91
33,write,1m,8,8,33.07
34,write,1m,32,1,10.42
35,write,1m,32,8,21.44
