Group ID,Pattern,Block Size,IO Depth,Jobs,Mb/s
0,read,4k,1,1,25.18
1,read,4k,1,8,130.51
2,read,4k,8,1,94.17
3,read,4k,8,8,317.83
4,read,4k,32,1,93.81
5,read,4k,32,8,358.18
6,read,64k,1,1,358.04
7,read,64k,1,8,1700.04
8,read,64k,8,1,1539.59
9,read,64k,8,8,3505.62
10,read,64k,32,1,2259.91
11,read,64k,32,8,3181.03
12,read,1m,1,1,1987.6
13,read,1m,1,8,4255.81
14,read,1m,8,1,4208.11
15,read,1m,8,8,3782.84
16,read,1m,32,1,3661.51
17,read,1m,32,8,3787.58
18,write,4k,1,1,11.52
19,write,4k,1,8,58.61
20,write,4k,8,1,13.8
21,write,4k,8,8,71.38
22,write,4k,32,1,14.26
23,write,4k,32,8,69.16
24,write,64k,1,1,15
25,write,64k,1,8,92.21
26,write,64k,8,1,11.97
27,write,64k,8,8,94.42
28,write,64k,32,1,11.94
29,write,64k,32,8,90.46
30,write,1m,1,1,11.92
31,write,1m,1,8,95.99
32,write,1m,8,1,11.8
33,write,1m,8,8,88.17
34,write,1m,32,1,12.6
35,write,1m,32,8,62.41
